2024-11-03,0,2,36,3,5,290,WNW,248,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0007_fog.png,Fog,0.0,0.0,98,2,1,1012,30,100,2,36,2,36,-1,30,5,7,-1,30,0,86,0,82,19,15,0,0,0,0
2024-11-03,100,2,35,4,6,287,WNW,248,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0007_fog.png,Fog,0.0,0.0,98,2,1,1013,30,100,2,35,2,35,-1,30,5,8,-1,30,0,93,0,84,7,15,0,0,0,0
2024-11-03,200,2,35,4,6,286,WNW,143,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0006_mist.png,Mist,0.0,0.0,96,2,1,1014,30,99,2,35,1,34,-1,30,5,8,-1,30,0,93,0,92,15,10,0,0,0,0
2024-11-03,300,2,35,4,6,285,WNW,143,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0006_mist.png,Mist,0.0,0.0,96,2,1,1015,30,100,2,35,1,34,-1,30,5,8,-1,30,0,80,0,88,12,10,0,0,0,0
2024-11-03,400,2,35,4,6,276,W,143,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0006_mist.png,Mist,0.0,0.0,97,5,3,1015,30,100,2,35,1,34,-1,30,6,9,-1,30,0,93,0,82,10,10,0,0,0,0
2024-11-03,500,2,35,5,8,284,WNW,143,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0006_mist.png,Mist,0.0,0.0,97,2,1,1016,30,100,2,35,1,34,-1,30,7,11,-1,30,0,80,0,85,8,10,0,0,0,0
2024-11-03,600,1,35,4,7,286,WNW,143,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0006_mist.png,Mist,0.0,0.0,96,2,1,1017,30,100,1,35,1,34,-2,29,6,10,-2,29,0,81,0,85,19,10,0,0,0,0
2024-11-03,700,2,35,4,6,287,WNW,248,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0007_fog.png,Fog,0.0,0.0,97,2,1,1019,30,100,2,35,1,33,-1,29,6,10,-1,29,0,83,0,84,13,10,0,0,0,0
2024-11-03,800,2,35,4,7,282,WNW,338,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0020_cloudy_with_heavy_snow.png,Heavy snow,3.2,0.1,97,2,1,1018,30,99,2,35,1,34,-1,30,6,10,-1,30,100,0,0,93,0,10,0,0,100,0
2024-11-03,900,2,36,5,8,275,W,143,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0006_mist.png,Mist,0.0,0.0,96,2,1,1019,30,100,2,36,2,35,-1,30,7,12,-1,30,0,91,0,82,11,10,0,0,0,0
2024-11-03,1000,3,37,6,9,282,WNW,122,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast ,0.0,0.0,96,2,1,1020,30,100,3,37,2,36,-1,30,9,14,-1,30,0,90,0,90,12,10,0,0,0,0
2024-11-03,1100,3,37,5,8,281,W,332,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0020_cloudy_with_heavy_snow.png,Moderate snow,1.7,0.1,95,2,1,1020,30,100,3,37,2,36,-1,30,7,11,-1,30,100,0,0,89,0,10,0,0,100,0
2024-11-03,1200,3,37,5,8,285,WNW,122,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast ,0.0,0.0,95,2,1,1020,30,100,3,37,2,36,-1,30,7,11,-1,30,0,91,0,89,19,0,0,0,0,0
2024-11-03,1300,3,38,5,8,282,WNW,122,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast ,0.0,0.0,95,5,3,1021,30,100,3,38,2,35,-1,31,7,11,-1,31,0,86,0,92,11,0,0,0,0,0
2024-11-03,1400,3,38,6,10,287,WNW,317,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0021_cloudy_with_sleet.png,Light sleet,1.2,0.0,92,7,4,1022,30,95,3,38,2,36,-1,31,8,13,-1,31,100,0,0,81,0,0,0,0,0,0
2024-11-03,1500,3,38,6,10,289,WNW,122,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast ,0.0,0.0,93,5,3,1023,30,95,3,38,2,36,-1,31,8,14,-1,31,0,81,0,92,13,0,0,0,0,0
2024-11-03,1600,3,37,6,9,286,WNW,122,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast ,0.0,0.0,94,7,4,1023,30,97,3,37,2,36,-1,30,8,13,-1,30,0,86,0,85,17,0,0,0,0,0
2024-11-03,1700,3,37,6,9,281,W,332,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0020_cloudy_with_heavy_snow.png,Moderate snow,1.6,0.1,95,7,4,1023,30,98,3,37,2,35,-1,30,9,14,-1,30,100,0,0,82,0,10,0,0,100,0
2024-11-03,1800,3,37,5,9,282,WNW,122,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast ,0.0,0.0,95,7,4,1023,30,100,3,37,2,36,-1,30,8,13,-1,30,0,94,0,88,6,0,0,0,0,0
2024-11-03,1900,3,37,5,8,282,WNW,122,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast ,0.0,0.0,96,10,6,1024,30,100,3,37,2,36,-1,30,7,12,-1,30,0,84,0,94,8,0,0,0,0,0
2024-11-03,2000,3,37,4,7,283,WNW,332,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0036_cloudy_with_heavy_snow_night.png,Moderate snow,1.6,0.1,96,10,6,1024,30,100,3,37,2,36,-1,30,6,10,-1,30,100,0,0,92,0,0,0,32,100,0
2024-11-03,2100,3,37,4,7,282,WNW,122,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast ,0.0,0.0,97,10,6,1025,30,100,3,37,2,36,-1,30,6,10,-1,30,0,80,0,91,10,0,0,25,0,0
2024-11-03,2200,3,37,4,6,280,W,122,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast ,0.0,0.0,97,10,6,1025,30,100,3,37,2,36,-1,30,6,9,-1,30,0,90,0,86,5,0,0,25,0,0
2024-11-03,2300,2,36,4,6,281,W,122,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast ,0.0,0.0,97,10,6,1025,30,95,2,36,2,36,-1,30,6,9,-1,30,0,85,0,81,18,0,0,3,0,0
